close,high,low,open,timestamp,volume
54.9900,57.9600,53.7901,57.9600,1701043200,7305.85
57.8047,58.6105,53.0241,55.0400,1701129600,12073.88
59.0901,61.6903,58.1200,58.2800,1701216000,16611.02
59.6400,61.6299,58.8998,59.0800,1701302400,18577.30
60.0001,61.7700,58.8459,59.1800,1701388800,12419.58
63.5997,65.2997,60.2100,60.2100,1701475200,9296.79
63.0799,65.4066,61.7001,63.9497,1701561600,10238.03
61.4800,65.2068,55.0000,63.0315,1701648000,25966.43
61.0400,62.5900,59.4103,61.0901,1701734400,14103.57
61.7800,66.4451,61.1143,61.1143,1701820800,27609.60
67.8798,69.3600,61.1000,61.7633,1701907200,41644.46
74.9500,75.1700,68.2000,68.2903,1701993600,35391.16
72.2400,77.6900,71.8600,75.3700,1702080000,18401.53
74.7198,74.7198,71.0200,72.2593,1702166400,5378.75
70.2400,74.4934,65.3293,74.4100,1702252800,11110.48
68.6061,73.7500,65.8500,70.5993,1702339200,28587.80
70.6460,72.4674,63.7600,68.2698,1702425600,25430.62
75.6700,76.0070,68.3199,70.7178,1702512000,29698.42
72.5905,79.4295,62.6200,75.5435,1702598400,23946.56
73.3402,77.1400,71.4801,72.7545,1702684800,7394.41
71.0411,74.6299,70.4273,73.7549,1702771200,11260.14
74.4430,75.4389,67.3000,70.8140,1702857600,15480.84
72.9961,76.9967,71.8095,74.5657,1702944000,26214.61
82.0654,84.0600,73.2600,73.3100,1703030400,30576.96
93.7689,98.2400,81.0835,82.3527,1703116800,49934.90
97.8570,99.3368,90.3453,94.3686,1703203200,29029.94
96.9093,98.0137,93.1487,97.5888,1703289600,23562.02
